age,pc1_raw,pc1_oriented,v_node,model,run,window_condition,removal_percent
47.0,-0.026838889622154482,-0.026838889622154482,v47,transe,with_windows_original,with_windows,0.0
48.0,0.007092781684466804,0.007092781684466804,v48,transe,with_windows_original,with_windows,0.0
49.0,0.04998565257226429,0.04998565257226429,v49,transe,with_windows_original,with_windows,0.0
50.0,0.03918921727108636,0.03918921727108636,v50,transe,with_windows_original,with_windows,0.0
51.0,-0.03707328722226217,-0.03707328722226217,v51,transe,with_windows_original,with_windows,0.0
52.0,0.058635397625291054,0.058635397625291054,v52,transe,with_windows_original,with_windows,0.0
53.0,0.07496705373674852,0.07496705373674852,v53,transe,with_windows_original,with_windows,0.0
54.0,0.040477977121653096,0.040477977121653096,v54,transe,with_windows_original,with_windows,0.0
55.0,-0.026281338370350037,-0.026281338370350037,v55,transe,with_windows_original,with_windows,0.0
56.0,0.0660589895650218,0.0660589895650218,v56,transe,with_windows_original,with_windows,0.0
57.0,0.13938349734375982,0.13938349734375982,v57,transe,with_windows_original,with_windows,0.0
58.0,0.043489313151003156,0.043489313151003156,v58,transe,with_windows_original,with_windows,0.0
59.0,0.16640190893955323,0.16640190893955323,v59,transe,with_windows_original,with_windows,0.0
60.0,0.13888085032074413,0.13888085032074413,v60,transe,with_windows_original,with_windows,0.0
61.0,0.1798116232390747,0.1798116232390747,v61,transe,with_windows_original,with_windows,0.0
62.0,0.14904124082868409,0.14904124082868409,v62,transe,with_windows_original,with_windows,0.0
63.0,0.15099881236212162,0.15099881236212162,v63,transe,with_windows_original,with_windows,0.0
64.0,0.1486532210416304,0.1486532210416304,v64,transe,with_windows_original,with_windows,0.0
65.0,0.22635220481362134,0.22635220481362134,v65,transe,with_windows_original,with_windows,0.0
66.0,0.1844806268013544,0.1844806268013544,v66,transe,with_windows_original,with_windows,0.0
67.0,0.275483806519986,0.275483806519986,v67,transe,with_windows_original,with_windows,0.0
68.0,0.22746733788432522,0.22746733788432522,v68,transe,with_windows_original,with_windows,0.0
69.0,0.2120395705427606,0.2120395705427606,v69,transe,with_windows_original,with_windows,0.0
70.0,0.24340361300886398,0.24340361300886398,v70,transe,with_windows_original,with_windows,0.0
71.0,0.19401046053086285,0.19401046053086285,v71,transe,with_windows_original,with_windows,0.0
72.0,0.2218553600135767,0.2218553600135767,v72,transe,with_windows_original,with_windows,0.0
73.0,0.1774797934595696,0.1774797934595696,v73,transe,with_windows_original,with_windows,0.0
74.0,0.26151050636313655,0.26151050636313655,v74,transe,with_windows_original,with_windows,0.0
75.0,0.18798889614572317,0.18798889614572317,v75,transe,with_windows_original,with_windows,0.0
76.0,0.29219254903553654,0.29219254903553654,v76,transe,with_windows_original,with_windows,0.0
77.0,0.24886371691492037,0.24886371691492037,v77,transe,with_windows_original,with_windows,0.0
78.0,0.2973023678414051,0.2973023678414051,v78,transe,with_windows_original,with_windows,0.0
79.0,0.39082357366652304,0.39082357366652304,v79,transe,with_windows_original,with_windows,0.0
80.0,0.27897070125218904,0.27897070125218904,v80,transe,with_windows_original,with_windows,0.0
81.0,0.3740083665019177,0.3740083665019177,v81,transe,with_windows_original,with_windows,0.0
82.0,0.30934213965696233,0.30934213965696233,v82,transe,with_windows_original,with_windows,0.0
83.0,0.29675873723497714,0.29675873723497714,v83,transe,with_windows_original,with_windows,0.0
84.0,0.3837088412823235,0.3837088412823235,v84,transe,with_windows_original,with_windows,0.0
85.0,0.2982883327367595,0.2982883327367595,v85,transe,with_windows_original,with_windows,0.0
86.0,0.4483236765033463,0.4483236765033463,v86,transe,with_windows_original,with_windows,0.0
87.0,0.31717893033058325,0.31717893033058325,v87,transe,with_windows_original,with_windows,0.0
88.0,0.2672819918869904,0.2672819918869904,v88,transe,with_windows_original,with_windows,0.0
89.0,0.412294007127658,0.412294007127658,v89,transe,with_windows_original,with_windows,0.0
90.0,0.4301741971309394,0.4301741971309394,v90,transe,with_windows_original,with_windows,0.0
91.0,0.4073035364656601,0.4073035364656601,v91,transe,with_windows_original,with_windows,0.0
92.0,0.3472068051719479,0.3472068051719479,v92,transe,with_windows_original,with_windows,0.0
93.0,0.3266159910831595,0.3266159910831595,v93,transe,with_windows_original,with_windows,0.0
94.0,0.4538098438916813,0.4538098438916813,v94,transe,with_windows_original,with_windows,0.0
95.0,0.31109441795512094,0.31109441795512094,v95,transe,with_windows_original,with_windows,0.0
96.0,0.3936113905668443,0.3936113905668443,v96,transe,with_windows_original,with_windows,0.0
97.0,0.42975622119178997,0.42975622119178997,v97,transe,with_windows_original,with_windows,0.0
98.0,0.40472508996934364,0.40472508996934364,v98,transe,with_windows_original,with_windows,0.0
99.0,0.3965331041698785,0.3965331041698785,v99,transe,with_windows_original,with_windows,0.0
100.0,0.4197256569933708,0.4197256569933708,v100,transe,with_windows_original,with_windows,0.0
1.0,0.37079291830545885,-0.37079291830545885,v1,transe,without_windows_original,without_windows,0.0
2.0,0.3855451325761244,-0.3855451325761244,v2,transe,without_windows_original,without_windows,0.0
3.0,0.44455922973756457,-0.44455922973756457,v3,transe,without_windows_original,without_windows,0.0
4.0,0.3762382633305559,-0.3762382633305559,v4,transe,without_windows_original,without_windows,0.0
5.0,0.441201927690114,-0.441201927690114,v5,transe,without_windows_original,without_windows,0.0
6.0,0.396058052116471,-0.396058052116471,v6,transe,without_windows_original,without_windows,0.0
7.0,0.3767137957402507,-0.3767137957402507,v7,transe,without_windows_original,without_windows,0.0
8.0,0.35183470181169135,-0.35183470181169135,v8,transe,without_windows_original,without_windows,0.0
9.0,0.35593955195717336,-0.35593955195717336,v9,transe,without_windows_original,without_windows,0.0
10.0,0.32483458376746144,-0.32483458376746144,v10,transe,without_windows_original,without_windows,0.0
11.0,0.37128023937258914,-0.37128023937258914,v11,transe,without_windows_original,without_windows,0.0
12.0,0.3243402932631374,-0.3243402932631374,v12,transe,without_windows_original,without_windows,0.0
13.0,0.42663005649498653,-0.42663005649498653,v13,transe,without_windows_original,without_windows,0.0
14.0,0.30284219660036293,-0.30284219660036293,v14,transe,without_windows_original,without_windows,0.0
15.0,0.3781497341411705,-0.3781497341411705,v15,transe,without_windows_original,without_windows,0.0
16.0,0.39959338621228563,-0.39959338621228563,v16,transe,without_windows_original,without_windows,0.0
17.0,0.30068301710623213,-0.30068301710623213,v17,transe,without_windows_original,without_windows,0.0
18.0,0.3844312638633054,-0.3844312638633054,v18,transe,without_windows_original,without_windows,0.0
19.0,0.32342716546488526,-0.32342716546488526,v19,transe,without_windows_original,without_windows,0.0
20.0,0.4388808232572301,-0.4388808232572301,v20,transe,without_windows_original,without_windows,0.0
21.0,0.3653047392472057,-0.3653047392472057,v21,transe,without_windows_original,without_windows,0.0
22.0,0.33033015101552077,-0.33033015101552077,v22,transe,without_windows_original,without_windows,0.0
23.0,0.29561617955532365,-0.29561617955532365,v23,transe,without_windows_original,without_windows,0.0
24.0,0.29964780934836927,-0.29964780934836927,v24,transe,without_windows_original,without_windows,0.0
25.0,0.29614310267718646,-0.29614310267718646,v25,transe,without_windows_original,without_windows,0.0
26.0,0.2734961684041486,-0.2734961684041486,v26,transe,without_windows_original,without_windows,0.0
27.0,0.38358966663414473,-0.38358966663414473,v27,transe,without_windows_original,without_windows,0.0
28.0,0.29992596116434317,-0.29992596116434317,v28,transe,without_windows_original,without_windows,0.0
29.0,0.1961440854401235,-0.1961440854401235,v29,transe,without_windows_original,without_windows,0.0
30.0,0.19822215977879828,-0.19822215977879828,v30,transe,without_windows_original,without_windows,0.0
31.0,0.3104991327368171,-0.3104991327368171,v31,transe,without_windows_original,without_windows,0.0
32.0,0.22928980896928056,-0.22928980896928056,v32,transe,without_windows_original,without_windows,0.0
33.0,0.25465750130033415,-0.25465750130033415,v33,transe,without_windows_original,without_windows,0.0
34.0,0.21003548832306615,-0.21003548832306615,v34,transe,without_windows_original,without_windows,0.0
35.0,0.13385020885483778,-0.13385020885483778,v35,transe,without_windows_original,without_windows,0.0
36.0,0.18543508313128368,-0.18543508313128368,v36,transe,without_windows_original,without_windows,0.0
37.0,0.21197324471777237,-0.21197324471777237,v37,transe,without_windows_original,without_windows,0.0
38.0,0.13214232109932192,-0.13214232109932192,v38,transe,without_windows_original,without_windows,0.0
39.0,0.09471315572545073,-0.09471315572545073,v39,transe,without_windows_original,without_windows,0.0
40.0,0.022038033859813504,-0.022038033859813504,v40,transe,without_windows_original,without_windows,0.0
41.0,0.10433501480100824,-0.10433501480100824,v41,transe,without_windows_original,without_windows,0.0
42.0,0.06183478319162941,-0.06183478319162941,v42,transe,without_windows_original,without_windows,0.0
43.0,0.04816413655466229,-0.04816413655466229,v43,transe,without_windows_original,without_windows,0.0
44.0,0.04142307828637404,-0.04142307828637404,v44,transe,without_windows_original,without_windows,0.0
45.0,-0.00029769108003826914,0.00029769108003826914,v45,transe,without_windows_original,without_windows,0.0
46.0,0.18110234630295768,-0.18110234630295768,v46,transe,without_windows_original,without_windows,0.0
47.0,0.018444692336164106,-0.018444692336164106,v47,transe,without_windows_original,without_windows,0.0
48.0,0.1180795881777805,-0.1180795881777805,v48,transe,without_windows_original,without_windows,0.0
49.0,0.10937542806433422,-0.10937542806433422,v49,transe,without_windows_original,without_windows,0.0
50.0,-0.0102887610502703,0.0102887610502703,v50,transe,without_windows_original,without_windows,0.0
51.0,-0.04916708452764449,0.04916708452764449,v51,transe,without_windows_original,without_windows,0.0
52.0,-0.060651882247424994,0.060651882247424994,v52,transe,without_windows_original,without_windows,0.0
53.0,-0.0811747070609741,0.0811747070609741,v53,transe,without_windows_original,without_windows,0.0
54.0,-0.14259376397462073,0.14259376397462073,v54,transe,without_windows_original,without_windows,0.0
55.0,-0.05423433447569507,0.05423433447569507,v55,transe,without_windows_original,without_windows,0.0
56.0,-0.016365217282661916,0.016365217282661916,v56,transe,without_windows_original,without_windows,0.0
57.0,-0.1232452332690378,0.1232452332690378,v57,transe,without_windows_original,without_windows,0.0
58.0,-0.09820835448823118,0.09820835448823118,v58,transe,without_windows_original,without_windows,0.0
59.0,-0.04963288405127373,0.04963288405127373,v59,transe,without_windows_original,without_windows,0.0
60.0,-0.22276789834489177,0.22276789834489177,v60,transe,without_windows_original,without_windows,0.0
61.0,-0.20285826156587067,0.20285826156587067,v61,transe,without_windows_original,without_windows,0.0
62.0,-0.2413850661393333,0.2413850661393333,v62,transe,without_windows_original,without_windows,0.0
63.0,-0.13933528671738227,0.13933528671738227,v63,transe,without_windows_original,without_windows,0.0
64.0,-0.16749958388496816,0.16749958388496816,v64,transe,without_windows_original,without_windows,0.0
65.0,-0.16474819718097505,0.16474819718097505,v65,transe,without_windows_original,without_windows,0.0
66.0,-0.21064237457433668,0.21064237457433668,v66,transe,without_windows_original,without_windows,0.0
67.0,-0.0963209093645761,0.0963209093645761,v67,transe,without_windows_original,without_windows,0.0
68.0,-0.2614806815834784,0.2614806815834784,v68,transe,without_windows_original,without_windows,0.0
69.0,-0.21831294242382127,0.21831294242382127,v69,transe,without_windows_original,without_windows,0.0
70.0,-0.25342774308197,0.25342774308197,v70,transe,without_windows_original,without_windows,0.0
71.0,-0.2786888801481221,0.2786888801481221,v71,transe,without_windows_original,without_windows,0.0
72.0,-0.29377176402264105,0.29377176402264105,v72,transe,without_windows_original,without_windows,0.0
73.0,-0.272630862582768,0.272630862582768,v73,transe,without_windows_original,without_windows,0.0
74.0,-0.20213212618968368,0.20213212618968368,v74,transe,without_windows_original,without_windows,0.0
75.0,-0.3532995214598333,0.3532995214598333,v75,transe,without_windows_original,without_windows,0.0
76.0,-0.21416264368535165,0.21416264368535165,v76,transe,without_windows_original,without_windows,0.0
77.0,-0.37232269448110333,0.37232269448110333,v77,transe,without_windows_original,without_windows,0.0
78.0,-0.36746645283708057,0.36746645283708057,v78,transe,without_windows_original,without_windows,0.0
79.0,-0.2541509323980526,0.2541509323980526,v79,transe,without_windows_original,without_windows,0.0
80.0,-0.3037988408131648,0.3037988408131648,v80,transe,without_windows_original,without_windows,0.0
81.0,-0.4128643396069555,0.4128643396069555,v81,transe,without_windows_original,without_windows,0.0
82.0,-0.36732336948119676,0.36732336948119676,v82,transe,without_windows_original,without_windows,0.0
83.0,-0.3584235058958102,0.3584235058958102,v83,transe,without_windows_original,without_windows,0.0
84.0,-0.35036764737122644,0.35036764737122644,v84,transe,without_windows_original,without_windows,0.0
85.0,-0.36778707299131397,0.36778707299131397,v85,transe,without_windows_original,without_windows,0.0
86.0,-0.26971492391084345,0.26971492391084345,v86,transe,without_windows_original,without_windows,0.0
87.0,-0.34077494416990667,0.34077494416990667,v87,transe,without_windows_original,without_windows,0.0
88.0,-0.31528104395399226,0.31528104395399226,v88,transe,without_windows_original,without_windows,0.0
89.0,-0.2900316917501018,0.2900316917501018,v89,transe,without_windows_original,without_windows,0.0
90.0,-0.352641801819086,0.352641801819086,v90,transe,without_windows_original,without_windows,0.0
91.0,-0.3136578143478138,0.3136578143478138,v91,transe,without_windows_original,without_windows,0.0
92.0,-0.37313698998742967,0.37313698998742967,v92,transe,without_windows_original,without_windows,0.0
93.0,-0.39250162291295443,0.39250162291295443,v93,transe,without_windows_original,without_windows,0.0
94.0,-0.3877410700253518,0.3877410700253518,v94,transe,without_windows_original,without_windows,0.0
95.0,-0.39176097658069176,0.39176097658069176,v95,transe,without_windows_original,without_windows,0.0
96.0,-0.34911544806149536,0.34911544806149536,v96,transe,without_windows_original,without_windows,0.0
97.0,-0.3957873168377215,0.3957873168377215,v97,transe,without_windows_original,without_windows,0.0
98.0,-0.41517019932322846,0.41517019932322846,v98,transe,without_windows_original,without_windows,0.0
99.0,-0.31456203261600757,0.31456203261600757,v99,transe,without_windows_original,without_windows,0.0
100.0,-0.3440820138766984,0.3440820138766984,v100,transe,without_windows_original,without_windows,0.0
1.0,-0.35128544828616093,-0.35128544828616093,v1,transe,with_windows_removed_25pct,with_windows,25.0
2.0,-0.44667658036578034,-0.44667658036578034,v2,transe,with_windows_removed_25pct,with_windows,25.0
3.0,-0.40102542877441466,-0.40102542877441466,v3,transe,with_windows_removed_25pct,with_windows,25.0
4.0,-0.4744667603759505,-0.4744667603759505,v4,transe,with_windows_removed_25pct,with_windows,25.0
5.0,-0.3637352795935394,-0.3637352795935394,v5,transe,with_windows_removed_25pct,with_windows,25.0
6.0,-0.3997556673992652,-0.3997556673992652,v6,transe,with_windows_removed_25pct,with_windows,25.0
7.0,-0.3625465568575824,-0.3625465568575824,v7,transe,with_windows_removed_25pct,with_windows,25.0
8.0,-0.46970643187546984,-0.46970643187546984,v8,transe,with_windows_removed_25pct,with_windows,25.0
9.0,-0.3045028836977044,-0.3045028836977044,v9,transe,with_windows_removed_25pct,with_windows,25.0
10.0,-0.2815712670071013,-0.2815712670071013,v10,transe,with_windows_removed_25pct,with_windows,25.0
11.0,-0.36817031558293767,-0.36817031558293767,v11,transe,with_windows_removed_25pct,with_windows,25.0
12.0,-0.3099501012209013,-0.3099501012209013,v12,transe,with_windows_removed_25pct,with_windows,25.0
13.0,-0.40689812237140593,-0.40689812237140593,v13,transe,with_windows_removed_25pct,with_windows,25.0
14.0,-0.2800975363941694,-0.2800975363941694,v14,transe,with_windows_removed_25pct,with_windows,25.0
15.0,-0.3495163549099362,-0.3495163549099362,v15,transe,with_windows_removed_25pct,with_windows,25.0
16.0,-0.4038290755620317,-0.4038290755620317,v16,transe,with_windows_removed_25pct,with_windows,25.0
17.0,-0.32768955384349735,-0.32768955384349735,v17,transe,with_windows_removed_25pct,with_windows,25.0
18.0,-0.45432130137823834,-0.45432130137823834,v18,transe,with_windows_removed_25pct,with_windows,25.0
19.0,-0.35794100113149313,-0.35794100113149313,v19,transe,with_windows_removed_25pct,with_windows,25.0
20.0,-0.31151789458655593,-0.31151789458655593,v20,transe,with_windows_removed_25pct,with_windows,25.0
21.0,-0.3091185352488128,-0.3091185352488128,v21,transe,with_windows_removed_25pct,with_windows,25.0
22.0,-0.2849039092505589,-0.2849039092505589,v22,transe,with_windows_removed_25pct,with_windows,25.0
23.0,-0.30193028815502887,-0.30193028815502887,v23,transe,with_windows_removed_25pct,with_windows,25.0
24.0,-0.258779241496915,-0.258779241496915,v24,transe,with_windows_removed_25pct,with_windows,25.0
25.0,-0.24196750458687982,-0.24196750458687982,v25,transe,with_windows_removed_25pct,with_windows,25.0
26.0,-0.2527842803684427,-0.2527842803684427,v26,transe,with_windows_removed_25pct,with_windows,25.0
27.0,-0.2855162428029609,-0.2855162428029609,v27,transe,with_windows_removed_25pct,with_windows,25.0
28.0,-0.2654020880208478,-0.2654020880208478,v28,transe,with_windows_removed_25pct,with_windows,25.0
29.0,-0.33831164073430253,-0.33831164073430253,v29,transe,with_windows_removed_25pct,with_windows,25.0
30.0,-0.24914175663735777,-0.24914175663735777,v30,transe,with_windows_removed_25pct,with_windows,25.0
31.0,-0.23077827970307746,-0.23077827970307746,v31,transe,with_windows_removed_25pct,with_windows,25.0
32.0,-0.1735141244944483,-0.1735141244944483,v32,transe,with_windows_removed_25pct,with_windows,25.0
33.0,-0.17006680405471764,-0.17006680405471764,v33,transe,with_windows_removed_25pct,with_windows,25.0
34.0,-0.25084503640404543,-0.25084503640404543,v34,transe,with_windows_removed_25pct,with_windows,25.0
35.0,-0.12797423539064015,-0.12797423539064015,v35,transe,with_windows_removed_25pct,with_windows,25.0
36.0,-0.21421730563639044,-0.21421730563639044,v36,transe,with_windows_removed_25pct,with_windows,25.0
37.0,-0.11563751265145145,-0.11563751265145145,v37,transe,with_windows_removed_25pct,with_windows,25.0
38.0,-0.15907871112874908,-0.15907871112874908,v38,transe,with_windows_removed_25pct,with_windows,25.0
39.0,-0.19221143159947454,-0.19221143159947454,v39,transe,with_windows_removed_25pct,with_windows,25.0
40.0,-0.06988598823920361,-0.06988598823920361,v40,transe,with_windows_removed_25pct,with_windows,25.0
41.0,-0.07017897336224625,-0.07017897336224625,v41,transe,with_windows_removed_25pct,with_windows,25.0
42.0,-0.13623217741747146,-0.13623217741747146,v42,transe,with_windows_removed_25pct,with_windows,25.0
43.0,-0.09152262927407578,-0.09152262927407578,v43,transe,with_windows_removed_25pct,with_windows,25.0
44.0,-0.13343085872370722,-0.13343085872370722,v44,transe,with_windows_removed_25pct,with_windows,25.0
45.0,-0.05614080622336283,-0.05614080622336283,v45,transe,with_windows_removed_25pct,with_windows,25.0
46.0,-0.1286897263118744,-0.1286897263118744,v46,transe,with_windows_removed_25pct,with_windows,25.0
47.0,-0.0735726433219217,-0.0735726433219217,v47,transe,with_windows_removed_25pct,with_windows,25.0
48.0,-0.1200336333558093,-0.1200336333558093,v48,transe,with_windows_removed_25pct,with_windows,25.0
49.0,-0.04921426280580606,-0.04921426280580606,v49,transe,with_windows_removed_25pct,with_windows,25.0
50.0,0.011113522327436854,0.011113522327436854,v50,transe,with_windows_removed_25pct,with_windows,25.0
51.0,0.009516911026232297,0.009516911026232297,v51,transe,with_windows_removed_25pct,with_windows,25.0
52.0,-0.022359740374367887,-0.022359740374367887,v52,transe,with_windows_removed_25pct,with_windows,25.0
53.0,0.12339103038561747,0.12339103038561747,v53,transe,with_windows_removed_25pct,with_windows,25.0
54.0,0.08713629862997399,0.08713629862997399,v54,transe,with_windows_removed_25pct,with_windows,25.0
55.0,-0.025178009188966118,-0.025178009188966118,v55,transe,with_windows_removed_25pct,with_windows,25.0
56.0,0.03362146180950992,0.03362146180950992,v56,transe,with_windows_removed_25pct,with_windows,25.0
57.0,0.1642292095266918,0.1642292095266918,v57,transe,with_windows_removed_25pct,with_windows,25.0
58.0,0.10519059902953375,0.10519059902953375,v58,transe,with_windows_removed_25pct,with_windows,25.0
59.0,0.12145316477760021,0.12145316477760021,v59,transe,with_windows_removed_25pct,with_windows,25.0
60.0,0.05603099204112094,0.05603099204112094,v60,transe,with_windows_removed_25pct,with_windows,25.0
61.0,0.1208668427222718,0.1208668427222718,v61,transe,with_windows_removed_25pct,with_windows,25.0
62.0,0.14860723944493257,0.14860723944493257,v62,transe,with_windows_removed_25pct,with_windows,25.0
63.0,0.23445093458513389,0.23445093458513389,v63,transe,with_windows_removed_25pct,with_windows,25.0
64.0,0.1283623207635784,0.1283623207635784,v64,transe,with_windows_removed_25pct,with_windows,25.0
65.0,0.16526358326536927,0.16526358326536927,v65,transe,with_windows_removed_25pct,with_windows,25.0
66.0,0.22000315891586533,0.22000315891586533,v66,transe,with_windows_removed_25pct,with_windows,25.0
67.0,0.19158770590349114,0.19158770590349114,v67,transe,with_windows_removed_25pct,with_windows,25.0
68.0,0.23875120702706196,0.23875120702706196,v68,transe,with_windows_removed_25pct,with_windows,25.0
69.0,0.17364030378049905,0.17364030378049905,v69,transe,with_windows_removed_25pct,with_windows,25.0
70.0,0.23518489018261848,0.23518489018261848,v70,transe,with_windows_removed_25pct,with_windows,25.0
71.0,0.16436412945457685,0.16436412945457685,v71,transe,with_windows_removed_25pct,with_windows,25.0
72.0,0.24488725027300712,0.24488725027300712,v72,transe,with_windows_removed_25pct,with_windows,25.0
73.0,0.27488235328797617,0.27488235328797617,v73,transe,with_windows_removed_25pct,with_windows,25.0
74.0,0.1756489614294047,0.1756489614294047,v74,transe,with_windows_removed_25pct,with_windows,25.0
75.0,0.2505368300144704,0.2505368300144704,v75,transe,with_windows_removed_25pct,with_windows,25.0
76.0,0.2697298899664317,0.2697298899664317,v76,transe,with_windows_removed_25pct,with_windows,25.0
77.0,0.32311306714702953,0.32311306714702953,v77,transe,with_windows_removed_25pct,with_windows,25.0
78.0,0.32608106747481064,0.32608106747481064,v78,transe,with_windows_removed_25pct,with_windows,25.0
79.0,0.3237271527088764,0.3237271527088764,v79,transe,with_windows_removed_25pct,with_windows,25.0
80.0,0.29042505633724675,0.29042505633724675,v80,transe,with_windows_removed_25pct,with_windows,25.0
81.0,0.2996236983100596,0.2996236983100596,v81,transe,with_windows_removed_25pct,with_windows,25.0
82.0,0.38992620934682626,0.38992620934682626,v82,transe,with_windows_removed_25pct,with_windows,25.0
83.0,0.309283841645948,0.309283841645948,v83,transe,with_windows_removed_25pct,with_windows,25.0
84.0,0.2775429578144183,0.2775429578144183,v84,transe,with_windows_removed_25pct,with_windows,25.0
85.0,0.41841519789828285,0.41841519789828285,v85,transe,with_windows_removed_25pct,with_windows,25.0
86.0,0.44654989214880747,0.44654989214880747,v86,transe,with_windows_removed_25pct,with_windows,25.0
87.0,0.36565790047302815,0.36565790047302815,v87,transe,with_windows_removed_25pct,with_windows,25.0
88.0,0.39626665618402296,0.39626665618402296,v88,transe,with_windows_removed_25pct,with_windows,25.0
89.0,0.4650076149427299,0.4650076149427299,v89,transe,with_windows_removed_25pct,with_windows,25.0
90.0,0.3383962150146634,0.3383962150146634,v90,transe,with_windows_removed_25pct,with_windows,25.0
91.0,0.39404966318664597,0.39404966318664597,v91,transe,with_windows_removed_25pct,with_windows,25.0
92.0,0.3019606288684914,0.3019606288684914,v92,transe,with_windows_removed_25pct,with_windows,25.0
93.0,0.4581090660458949,0.4581090660458949,v93,transe,with_windows_removed_25pct,with_windows,25.0
94.0,0.4322200780844403,0.4322200780844403,v94,transe,with_windows_removed_25pct,with_windows,25.0
95.0,0.4421295527389624,0.4421295527389624,v95,transe,with_windows_removed_25pct,with_windows,25.0
96.0,0.40826908600309,0.40826908600309,v96,transe,with_windows_removed_25pct,with_windows,25.0
97.0,0.3242510558897491,0.3242510558897491,v97,transe,with_windows_removed_25pct,with_windows,25.0
98.0,0.38424190492573024,0.38424190492573024,v98,transe,with_windows_removed_25pct,with_windows,25.0
